,0
1424,['informational_support']
1425,['narrative']
1426,['narrative']
1427,"['informational_support', 'narrative']"
1428,[]
1429,['narrative']
1430,['informational_support']
1431,['informational_support']
1432,[]
1433,['informational_support']
1434,['question']
1435,[]
1436,"['emotional_support', 'narrative']"
1437,['narrative']
1438,['informational_support']
1439,['narrative']
1440,['informational_support']
1441,['question']
1442,['informational_support']
1443,['narrative']
1444,['narrative']
1445,['narrative']
1446,['informational_support']
1447,['informational_support']
1448,['narrative']
1449,['narrative']
1450,['narrative']
1451,['narrative']
1452,"['informational_support', 'narrative']"
1453,[]
1454,['narrative']
1455,['informational_support']
1456,['narrative']
1457,['narrative']
1458,['informational_support']
1459,['narrative']
1460,['narrative']
1461,"['external_source', 'informational_support']"
1462,['informational_support']
1463,['informational_support']
1464,['narrative']
1465,['narrative']
1466,['narrative']
1467,['narrative']
1468,['narrative']
1469,['narrative']
1470,['narrative']
1471,[]
1472,['emotional_support']
1473,['informational_support']
1474,['informational_support']
1475,"['external_source', 'informational_support']"
1476,['informational_support']
1477,['informational_support']
1478,['narrative']
1479,"['emotional_support', 'informational_support']"
1480,['narrative']
1481,['informational_support']
1482,['informational_support']
1483,['emotional_support']
1484,['emotional_support']
1485,['emotional_support']
1486,['external_source']
1487,['question']
1488,"['emotional_support', 'narrative']"
1489,['informational_support']
1490,['question']
1491,"['emotional_support', 'narrative']"
1492,"['informational_support', 'question']"
1493,"['informational_support', 'question']"
1494,['narrative']
1495,"['informational_support', 'narrative']"
1496,['narrative']
1497,['narrative']
1498,['question']
1499,['narrative']
1500,['question']
1501,[]
1502,['narrative']
1503,['narrative']
1504,['narrative']
1505,['informational_support']
1506,"['narrative', 'question']"
1507,"['emotional_support', 'narrative']"
1508,['narrative']
1509,['narrative']
1510,['narrative']
1511,['question']
1512,['emotional_support']
1513,"['informational_support', 'narrative']"
1514,['narrative']
1515,['narrative']
1516,['informational_support']
1517,['informational_support']
1518,['narrative']
1519,[]
1520,"['informational_support', 'narrative']"
1521,['question']
1522,"['informational_support', 'narrative']"
1523,[]
1524,['question']
1525,"['emotional_support', 'narrative']"
1526,['narrative']
1527,['informational_support']
1528,['narrative']
1529,"['emotional_support', 'informational_support']"
1530,['emotional_support']
1531,[]
1532,['informational_support']
1533,['informational_support']
1534,['informational_support']
1535,['narrative']
1536,['narrative']
1537,['narrative']
1538,['narrative']
1539,['narrative']
1540,[]
1541,['narrative']
1542,['narrative']
1543,['narrative']
1544,['narrative']
1545,['narrative']
1546,['informational_support']
1547,['narrative']
1548,['narrative']
1549,['question']
1550,['informational_support']
1551,['informational_support']
1552,['informational_support']
1553,['informational_support']
1554,['informational_support']
1555,"['informational_support', 'narrative']"
1556,['informational_support']
1557,"['informational_support', 'narrative']"
1558,"['informational_support', 'narrative']"
1559,['narrative']
1560,['informational_support']
1561,"['informational_support', 'narrative']"
1562,['narrative']
1563,['external_source']
1564,['narrative']
1565,['narrative']
1566,['informational_support']
1567,['narrative']
1568,"['informational_support', 'narrative']"
1569,['question']
1570,['narrative']
1571,['narrative']
1572,"['informational_support', 'question']"
1573,['question']
1574,['narrative']
1575,['informational_support']
1576,['narrative']
1577,['informational_support']
1578,['informational_support']
1579,['narrative']
1580,['narrative']
1581,"['informational_support', 'question']"
1582,['informational_support']
1583,"['informational_support', 'narrative']"
1584,['narrative']
1585,['narrative']
1586,['narrative']
1587,['question']
1588,['narrative']
1589,[]
1590,['narrative']
1591,['emotional_support']
1592,['informational_support']
1593,"['informational_support', 'narrative']"
1594,"['informational_support', 'narrative']"
1595,['question']
1596,['narrative']
1597,['emotional_support']
1598,['informational_support']
1599,[]
1600,['emotional_support']
1601,['narrative']
1602,['informational_support']
1603,['question']
1604,['informational_support']
1605,['question']
1606,[]
1607,[]
1608,['narrative']
1609,['narrative']
1610,['question']
1611,"['informational_support', 'narrative']"
1612,['narrative']
1613,"['emotional_support', 'informational_support']"
1614,['question']
1615,['question']
1616,"['informational_support', 'question']"
1617,['informational_support']
1618,['narrative']
1619,"['informational_support', 'narrative']"
1620,['informational_support']
1621,['narrative']
1622,['informational_support']
1623,"['informational_support', 'narrative']"
1624,['narrative']
1625,['narrative']
1626,['narrative']
1627,['narrative']
1628,['informational_support']
1629,['narrative']
1630,['informational_support']
1631,"['external_source', 'informational_support']"
1632,['informational_support']
1633,['narrative']
1634,['informational_support']
1635,['informational_support']
1636,['narrative']
1637,['narrative']
1638,['narrative']
1639,['narrative']
1640,['narrative']
1641,['informational_support']
1642,['emotional_support']
1643,['emotional_support']
1644,[]
1645,"['informational_support', 'narrative']"
1646,['emotional_support']
1647,['question']
1648,['informational_support']
1649,['narrative']
1650,"['informational_support', 'narrative']"
1651,['emotional_support']
1652,"['external_source', 'question']"
1653,['informational_support']
1654,[]
1655,['narrative']
1656,['informational_support']
1657,['question']
1658,"['informational_support', 'question']"
1659,['informational_support']
1660,['narrative']
1661,['narrative']
1662,['informational_support']
1663,['informational_support']
1664,['narrative']
1665,['narrative']
1666,"['informational_support', 'question']"
1667,['informational_support']
1668,['narrative']
1669,['narrative']
1670,['informational_support']
1671,['narrative']
1672,[]
1673,['informational_support']
1674,['narrative']
1675,['external_source']
1676,['narrative']
1677,['informational_support']
1678,['question']
1679,['informational_support']
1680,"['informational_support', 'narrative']"
1681,['informational_support']
1682,"['external_source', 'narrative']"
1683,"['informational_support', 'question']"
1684,[]
1685,['narrative']
1686,[]
1687,['informational_support']
1688,['emotional_support']
1689,['narrative']
1690,[]
1691,['informational_support']
1692,['narrative']
1693,['narrative']
1694,['narrative']
1695,"['external_source', 'narrative']"
1696,['narrative']
1697,"['informational_support', 'narrative']"
1698,['narrative']
1699,['narrative']
1700,['informational_support']
1701,['external_source']
1702,['informational_support']
1703,['narrative']
1704,['narrative']
1705,['narrative']
1706,['narrative']
1707,['informational_support']
1708,[]
1709,['informational_support']
1710,['narrative']
1711,"['narrative', 'question']"
1712,['narrative']
1713,['informational_support']
1714,['emotional_support']
1715,['narrative']
1716,['question']
1717,['informational_support']
1718,[]
1719,['narrative']
1720,['emotional_support']
1721,['informational_support']
1722,['informational_support']
1723,['narrative']
1724,['narrative']
1725,['narrative']
1726,['narrative']
1727,['narrative']
1728,"['informational_support', 'narrative']"
1729,['external_source']
1730,"['emotional_support', 'narrative']"
1731,['informational_support']
1732,"['emotional_support', 'narrative']"
1733,"['narrative', 'question']"
1734,['narrative']
1735,['narrative']
1736,['narrative']
1737,['narrative']
1738,[]
1739,['narrative']
1740,['informational_support']
1741,['narrative']
1742,['informational_support']
1743,['informational_support']
1744,['question']
1745,['informational_support']
1746,['informational_support']
1747,['informational_support']
1748,['informational_support']
1749,['informational_support']
1750,['question']
1751,['narrative']
1752,['informational_support']
1753,['emotional_support']
1754,[]
1755,['narrative']
1756,"['narrative', 'question']"
1757,"['informational_support', 'narrative']"
1758,['informational_support']
1759,"['informational_support', 'question']"
1760,['informational_support']
1761,['question']
1762,['emotional_support']
1763,"['narrative', 'question']"
1764,['informational_support']
1765,['question']
1766,['narrative']
1767,['emotional_support']
1768,['informational_support']
1769,"['external_source', 'informational_support']"
1770,"['narrative', 'question']"
1771,['emotional_support']
1772,[]
1773,[]
1774,[]
1775,['informational_support']
1776,"['external_source', 'informational_support']"
1777,['informational_support']
1778,['informational_support']
1779,['informational_support']
1780,['narrative']
1781,['emotional_support']
1782,"['external_source', 'informational_support']"
1783,['informational_support']
1784,['question']
1785,['informational_support']
1786,['narrative']
1787,"['informational_support', 'narrative']"
1788,['informational_support']
1789,['external_source']
1790,"['emotional_support', 'narrative']"
1791,['narrative']
1792,[]
1793,['informational_support']
1794,['informational_support']
1795,['narrative']
1796,['narrative']
1797,['narrative']
1798,['informational_support']
1799,['emotional_support']
1800,['informational_support']
1801,[]
1802,['informational_support']
1803,['emotional_support']
1804,['informational_support']
1805,['narrative']
1806,['emotional_support']
1807,['question']
1808,['narrative']
1809,[]
1810,['narrative']
1811,['informational_support']
1812,['narrative']
1813,['informational_support']
1814,"['emotional_support', 'question']"
1815,['question']
1816,['informational_support']
1817,"['informational_support', 'narrative']"
1818,['narrative']
1819,"['informational_support', 'narrative']"
1820,['emotional_support']
1821,['narrative']
1822,[]
1823,['informational_support']
1824,['informational_support']
1825,['informational_support']
1826,['informational_support']
1827,['informational_support']
1828,['informational_support']
1829,"['emotional_support', 'narrative']"
1830,['narrative']
1831,['informational_support']
1832,"['informational_support', 'narrative']"
1833,['external_source']
1834,['narrative']
1835,['emotional_support']
1836,['narrative']
1837,['narrative']
1838,['informational_support']
1839,['informational_support']
1840,['narrative']
1841,['informational_support']
1842,['informational_support']
1843,['external_source']
1844,['narrative']
1845,['question']
1846,['informational_support']
1847,['narrative']
1848,['informational_support']
1849,['informational_support']
1850,['external_source']
1851,['informational_support']
1852,"['informational_support', 'question']"
1853,['narrative']
1854,['narrative']
1855,['narrative']
1856,['emotional_support']
1857,['narrative']
1858,['informational_support']
1859,['emotional_support']
1860,"['external_source', 'informational_support']"
1861,['question']
1862,['narrative']
1863,[]
1864,['informational_support']
1865,['emotional_support']
1866,['narrative']
1867,['informational_support']
1868,"['external_source', 'informational_support']"
1869,['informational_support']
1870,['narrative']
1871,['narrative']
1872,['informational_support']
1873,['question']
1874,['narrative']
1875,"['emotional_support', 'informational_support']"
1876,['question']
1877,[]
1878,['informational_support']
1879,['narrative']
1880,['informational_support']
1881,['narrative']
1882,['narrative']
1883,['informational_support']
1884,['external_source']
1885,['informational_support']
1886,['informational_support']
1887,['narrative']
1888,['narrative']
1889,['narrative']
1890,['informational_support']
1891,['narrative']
1892,"['informational_support', 'narrative']"
1893,"['emotional_support', 'informational_support', 'narrative']"
1894,['informational_support']
1895,"['informational_support', 'narrative']"
1896,['narrative']
1897,['narrative']
1898,[]
1899,"['external_source', 'informational_support']"
1900,"['informational_support', 'narrative']"
1901,['narrative']
1902,"['informational_support', 'narrative']"
1903,['question']
1904,['narrative']
1905,['narrative']
1906,['informational_support']
1907,"['informational_support', 'narrative']"
1908,[]
1909,['question']
1910,['narrative']
1911,['emotional_support']
1912,"['informational_support', 'narrative']"
1913,"['emotional_support', 'question']"
1914,"['narrative', 'question']"
1915,['narrative']
1916,['informational_support']
1917,['narrative']
1918,"['informational_support', 'narrative']"
1919,[]
1920,['emotional_support']
1921,['external_source']
1922,['question']
1923,['informational_support']
1924,['informational_support']
1925,"['informational_support', 'narrative']"
1926,['informational_support']
1927,['emotional_support']
1928,['emotional_support']
1929,['informational_support']
1930,['narrative']
1931,['narrative']
1932,[]
1933,['question']
1934,['question']
1935,"['emotional_support', 'informational_support']"
1936,['informational_support']
1937,['narrative']
1938,['emotional_support']
1939,['informational_support']
1940,['informational_support']
1941,"['informational_support', 'question']"
1942,['narrative']
1943,['question']
1944,"['informational_support', 'narrative']"
1945,['narrative']
1946,['informational_support']
1947,"['external_source', 'informational_support']"
1948,[]
1949,"['external_source', 'informational_support']"
1950,"['emotional_support', 'informational_support']"
1951,['narrative']
1952,['question']
1953,['external_source']
1954,['informational_support']
1955,['emotional_support']
1956,['informational_support']
1957,[]
1958,['emotional_support']
1959,['narrative']
1960,['informational_support']
1961,['narrative']
1962,['question']
1963,['narrative']
1964,['narrative']
1965,"['informational_support', 'question']"
1966,['narrative']
1967,['narrative']
1968,['narrative']
1969,['narrative']
1970,['informational_support']
1971,['narrative']
1972,['narrative']
1973,['informational_support']
1974,"['informational_support', 'narrative']"
1975,['question']
1976,[]
1977,['narrative']
1978,['emotional_support']
1979,"['emotional_support', 'informational_support']"
1980,['question']
1981,['informational_support']
1982,['question']
1983,"['informational_support', 'narrative']"
1984,['external_source']
1985,['narrative']
1986,"['informational_support', 'question']"
1987,"['emotional_support', 'question']"
1988,['informational_support']
1989,['question']
1990,['external_source']
1991,['question']
1992,[]
1993,[]
1994,[]
1995,['narrative']
1996,['informational_support']
1997,"['informational_support', 'narrative']"
1998,['informational_support']
1999,['narrative']
2000,['narrative']
2001,['informational_support']
2002,['narrative']
2003,['informational_support']
2004,['narrative']
2005,"['narrative', 'question']"
2006,"['emotional_support', 'narrative']"
2007,"['narrative', 'question']"
2008,"['informational_support', 'question']"
2009,"['narrative', 'question']"
2010,"['informational_support', 'narrative']"
2011,['question']
2012,"['narrative', 'question']"
2013,['narrative']
2014,[]
2015,['emotional_support']
2016,['emotional_support']
2017,['informational_support']
2018,['emotional_support']
2019,['emotional_support']
2020,['emotional_support']
2021,['emotional_support']
2022,['narrative']
2023,['narrative']
2024,['emotional_support']
2025,"['emotional_support', 'narrative']"
2026,['emotional_support']
2027,[]
2028,['narrative']
2029,['narrative']
2030,"['informational_support', 'narrative', 'question']"
2031,['narrative']
2032,['narrative']
2033,[]
2034,['narrative']
2035,['narrative']
2036,['narrative']
2037,['narrative']
2038,['narrative']
2039,"['emotional_support', 'narrative']"
2040,['emotional_support']
2041,['informational_support']
2042,"['emotional_support', 'external_source', 'informational_support']"
2043,['narrative']
2044,['narrative']
2045,['narrative']
2046,['narrative']
2047,['informational_support']
2048,['emotional_support']
2049,['narrative']
2050,[]
2051,"['informational_support', 'narrative']"
2052,"['informational_support', 'narrative']"
2053,['informational_support']
2054,['informational_support']
2055,['narrative']
2056,['informational_support']
2057,['narrative']
2058,['question']
2059,['external_source']
2060,['narrative']
2061,['informational_support']
2062,['narrative']
2063,['narrative']
2064,['emotional_support']
2065,['narrative']
2066,['narrative']
2067,"['informational_support', 'narrative']"
2068,['narrative']
2069,"['informational_support', 'narrative']"
2070,['narrative']
2071,[]
2072,['informational_support']
2073,['emotional_support']
2074,['emotional_support']
2075,['question']
2076,['narrative']
2077,['informational_support']
2078,['emotional_support']
2079,['informational_support']
2080,['external_source']
2081,['informational_support']
2082,['question']
2083,"['narrative', 'question']"
2084,['external_source']
2085,['narrative']
2086,['question']
2087,"['narrative', 'question']"
2088,"['informational_support', 'narrative']"
2089,['narrative']
2090,['informational_support']
2091,"['informational_support', 'narrative']"
2092,[]
2093,['narrative']
2094,['narrative']
2095,"['informational_support', 'question']"
2096,['informational_support']
2097,"['informational_support', 'narrative']"
2098,"['emotional_support', 'external_source', 'question']"
2099,['narrative']
2100,"['external_source', 'informational_support']"
2101,['narrative']
2102,"['informational_support', 'question']"
2103,[]
2104,['narrative']
2105,['informational_support']
2106,['informational_support']
2107,['question']
2108,['narrative']
2109,['narrative']
2110,['narrative']
2111,['narrative']
2112,['narrative']
2113,['informational_support']
2114,['narrative']
2115,['emotional_support']
2116,['narrative']
2117,['narrative']
2118,['narrative']
2119,['informational_support']
2120,"['informational_support', 'question']"
2121,['narrative']
2122,['narrative']
2123,['narrative']
2124,['narrative']
2125,['narrative']
2126,[]
2127,['question']
2128,['narrative']
2129,['narrative']
2130,['informational_support']
2131,"['emotional_support', 'informational_support', 'narrative']"
2132,['informational_support']
2133,['informational_support']
2134,['informational_support']
2135,[]
2136,['informational_support']
2137,['narrative']
2138,['narrative']
2139,['narrative']
2140,['informational_support']
2141,[]
2142,[]
2143,['question']
2144,['narrative']
2145,['informational_support']
2146,"['external_source', 'question']"
2147,[]
2148,['narrative']
2149,"['emotional_support', 'informational_support']"
2150,['question']
2151,"['informational_support', 'narrative']"
2152,['narrative']
2153,['question']
2154,['question']
2155,['narrative']
2156,['narrative']
2157,['informational_support']
2158,[]
2159,"['emotional_support', 'informational_support']"
2160,['narrative']
2161,['narrative']
2162,"['informational_support', 'narrative']"
2163,['emotional_support']
2164,"['emotional_support', 'narrative']"
2165,['external_source']
2166,"['emotional_support', 'narrative']"
2167,['informational_support']
2168,['narrative']
2169,['informational_support']
2170,[]
2171,"['narrative', 'question']"
2172,['informational_support']
2173,['informational_support']
2174,['informational_support']
2175,['informational_support']
2176,"['informational_support', 'narrative']"
2177,"['external_source', 'informational_support']"
2178,"['informational_support', 'narrative']"
2179,['informational_support']
2180,['informational_support']
2181,['informational_support']
2182,"['informational_support', 'narrative']"
2183,['informational_support']
2184,['informational_support']
2185,['informational_support']
2186,"['informational_support', 'narrative']"
2187,"['informational_support', 'narrative']"
2188,['informational_support']
2189,[]
2190,['informational_support']
2191,['informational_support']
2192,['narrative']
2193,['narrative']
2194,"['informational_support', 'narrative']"
2195,['question']
2196,['informational_support']
2197,[]
2198,['informational_support']
2199,['emotional_support']
2200,[]
2201,['informational_support']
2202,['emotional_support']
2203,['narrative']
2204,['question']
2205,['narrative']
2206,"['informational_support', 'narrative']"
2207,['informational_support']
2208,['narrative']
2209,['narrative']
2210,['narrative']
2211,['narrative']
2212,['emotional_support']
2213,['informational_support']
2214,['informational_support']
2215,"['emotional_support', 'question']"
2216,['informational_support']
2217,['informational_support']
2218,"['emotional_support', 'narrative']"
2219,['emotional_support']
2220,['informational_support']
2221,['informational_support']
2222,['narrative']
2223,['emotional_support']
2224,['external_source']
2225,['emotional_support']
2226,"['external_source', 'informational_support']"
2227,['informational_support']
2228,[]
2229,['informational_support']
2230,"['external_source', 'informational_support']"
2231,['informational_support']
2232,['emotional_support']
2233,"['external_source', 'informational_support']"
2234,['question']
2235,['narrative']
2236,[]
2237,['narrative']
2238,['informational_support']
2239,['informational_support']
2240,[]
2241,['informational_support']
2242,['informational_support']
2243,['external_source']
2244,['question']
2245,['informational_support']
2246,"['informational_support', 'narrative']"
2247,[]
2248,['informational_support']
2249,['informational_support']
2250,['informational_support']
2251,['question']
2252,['question']
2253,['informational_support']
2254,"['narrative', 'question']"
2255,['narrative']
2256,['narrative']
2257,['narrative']
2258,['question']
2259,"['emotional_support', 'narrative']"
2260,['narrative']
2261,['informational_support']
2262,"['external_source', 'informational_support']"
2263,"['informational_support', 'question']"
2264,['informational_support']
2265,['narrative']
2266,[]
2267,"['informational_support', 'question']"
2268,['informational_support']
2269,['informational_support']
2270,[]
2271,"['external_source', 'informational_support']"
2272,['narrative']
2273,['emotional_support']
2274,['narrative']
2275,['narrative']
2276,['narrative']
2277,['narrative']
2278,"['informational_support', 'narrative']"
2279,['informational_support']
2280,"['informational_support', 'question']"
2281,['informational_support']
2282,['question']
2283,['narrative']
2284,['narrative']
2285,['informational_support']
2286,['narrative']
2287,['informational_support']
2288,['narrative']
2289,['external_source']
2290,['narrative']
2291,['narrative']
2292,['narrative']
2293,"['informational_support', 'narrative']"
2294,['informational_support']
2295,['informational_support']
2296,['question']
2297,['informational_support']
2298,['informational_support']
2299,['informational_support']
2300,"['narrative', 'question']"
2301,"['external_source', 'question']"
2302,['narrative']
2303,['narrative']
2304,"['narrative', 'question']"
2305,"['emotional_support', 'narrative']"
2306,['narrative']
2307,['external_source']
2308,['narrative']
2309,"['narrative', 'question']"
2310,['narrative']
2311,['narrative']
2312,['emotional_support']
2313,[]
2314,['narrative']
2315,['question']
2316,"['narrative', 'question']"
2317,['informational_support']
2318,"['external_source', 'informational_support']"
2319,"['emotional_support', 'narrative']"
2320,['informational_support']
2321,"['external_source', 'informational_support']"
2322,['informational_support']
2323,"['external_source', 'informational_support', 'narrative']"
2324,['question']
2325,[]
2326,['external_source']
2327,['narrative']
2328,['narrative']
2329,['narrative']
2330,['informational_support']
2331,[]
2332,"['narrative', 'question']"
2333,['narrative']
2334,['narrative']
2335,['question']
2336,['informational_support']
2337,['narrative']
2338,['informational_support']
2339,"['narrative', 'question']"
2340,['emotional_support']
2341,['narrative']
2342,[]
2343,['narrative']
2344,['emotional_support']
2345,['narrative']
2346,['narrative']
2347,['emotional_support']
2348,['informational_support']
2349,['emotional_support']
2350,"['emotional_support', 'narrative']"
2351,['narrative']
2352,['narrative']
2353,"['emotional_support', 'question']"
2354,[]
2355,['narrative']
2356,['emotional_support']
2357,"['external_source', 'informational_support']"
2358,['emotional_support']
2359,['narrative']
2360,"['external_source', 'narrative']"
2361,"['external_source', 'informational_support']"
2362,['narrative']
2363,"['narrative', 'question']"
2364,['emotional_support']
2365,['informational_support']
2366,"['narrative', 'question']"
2367,['narrative']
2368,[]
2369,['informational_support']
2370,['narrative']
2371,[]
2372,['narrative']
2373,['informational_support']
2374,[]
2375,[]
2376,['question']
2377,['question']
2378,['question']
2379,['informational_support']
2380,['informational_support']
2381,[]
2382,['narrative']
2383,"['emotional_support', 'narrative']"
2384,['informational_support']
2385,['narrative']
2386,['informational_support']
2387,"['narrative', 'question']"
2388,['narrative']
2389,['question']
2390,"['narrative', 'question']"
2391,"['informational_support', 'narrative']"
2392,"['narrative', 'question']"
2393,['narrative']
2394,[]
2395,['informational_support']
2396,[]
2397,"['external_source', 'informational_support']"
2398,['narrative']
2399,['informational_support']
2400,['narrative']
2401,['informational_support']
2402,['informational_support']
2403,['emotional_support']
2404,['narrative']
2405,['narrative']
2406,['informational_support']
2407,['narrative']
2408,['narrative']
2409,['narrative']
2410,['narrative']
2411,['question']
2412,['narrative']
2413,['narrative']
2414,['narrative']
2415,['narrative']
2416,['narrative']
2417,['narrative']
2418,['informational_support']
2419,['informational_support']
2420,['narrative']
2421,"['informational_support', 'narrative']"
2422,"['external_source', 'informational_support']"
2423,['narrative']
2424,"['external_source', 'informational_support']"
2425,['narrative']
2426,['narrative']
2427,[]
2428,['narrative']
2429,"['informational_support', 'narrative']"
2430,['informational_support']
2431,"['emotional_support', 'narrative']"
2432,['narrative']
2433,['narrative']
2434,"['informational_support', 'narrative']"
2435,"['informational_support', 'narrative']"
2436,['informational_support']
2437,['narrative']
2438,"['informational_support', 'question']"
2439,['narrative']
2440,['narrative']
2441,['narrative']
2442,['narrative']
2443,"['narrative', 'question']"
2444,['informational_support']
2445,"['informational_support', 'narrative']"
2446,"['narrative', 'question']"
2447,['informational_support']
2448,['informational_support']
2449,['narrative']
2450,['question']
2451,['narrative']
2452,['emotional_support']
2453,['narrative']
2454,['emotional_support']
2455,['emotional_support']
2456,['emotional_support']
2457,['narrative']
2458,['question']
2459,['informational_support']
2460,"['external_source', 'narrative']"
2461,['narrative']
2462,['narrative']
2463,['informational_support']
2464,['informational_support']
2465,['narrative']
2466,"['informational_support', 'narrative']"
2467,"['informational_support', 'narrative']"
2468,['narrative']
2469,['question']
2470,"['informational_support', 'narrative']"
2471,['informational_support']
2472,"['informational_support', 'narrative']"
2473,"['informational_support', 'narrative']"
2474,"['narrative', 'question']"
2475,['informational_support']
2476,"['informational_support', 'question']"
2477,['informational_support']
2478,"['emotional_support', 'narrative']"
2479,['narrative']
2480,['informational_support']
2481,['informational_support']
2482,['narrative']
2483,"['informational_support', 'narrative']"
2484,['narrative']
2485,['informational_support']
2486,['narrative']
2487,['narrative']
2488,['narrative']
2489,['informational_support']
2490,['narrative']
2491,['narrative']
2492,['narrative']
2493,['narrative']
2494,['narrative']
2495,['narrative']
2496,[]
2497,['narrative']
2498,['narrative']
2499,['narrative']
2500,['narrative']
2501,"['external_source', 'narrative']"
2502,"['informational_support', 'narrative']"
2503,['informational_support']
2504,['narrative']
2505,['question']
2506,[]
2507,['narrative']
2508,['narrative']
2509,['narrative']
2510,['narrative']
2511,['informational_support']
2512,['informational_support']
2513,[]
2514,['narrative']
2515,['informational_support']
2516,['informational_support']
2517,"['informational_support', 'narrative']"
2518,"['informational_support', 'narrative']"
2519,"['external_source', 'informational_support']"
2520,['informational_support']
2521,['informational_support']
2522,['informational_support']
2523,['informational_support']
2524,['narrative']
2525,['narrative']
2526,['narrative']
2527,['narrative']
2528,['narrative']
2529,[]
2530,['informational_support']
2531,['informational_support']
2532,['informational_support']
2533,['narrative']
2534,['narrative']
2535,['narrative']
2536,['narrative']
2537,['informational_support']
2538,['informational_support']
2539,['informational_support']
2540,['narrative']
2541,['informational_support']
2542,"['informational_support', 'narrative']"
2543,['external_source']
2544,['external_source']
2545,['informational_support']
2546,"['external_source', 'informational_support']"
2547,['question']
2548,['informational_support']
2549,['informational_support']
2550,['emotional_support']
2551,['narrative']
2552,['narrative']
2553,['external_source']
2554,['informational_support']
2555,['narrative']
2556,[]
2557,['emotional_support']
2558,['informational_support']
2559,['narrative']
2560,['question']
2561,['question']
2562,"['informational_support', 'narrative']"
2563,['narrative']
2564,['informational_support']
2565,"['emotional_support', 'informational_support']"
2566,['narrative']
2567,['informational_support']
2568,['question']
2569,['informational_support']
2570,['narrative']
2571,['narrative']
2572,['narrative']
2573,['informational_support']
2574,['informational_support']
2575,['informational_support']
2576,['narrative']
2577,['informational_support']
2578,['question']
2579,"['emotional_support', 'informational_support']"
2580,['emotional_support']
2581,['question']
2582,['narrative']
2583,[]
2584,['narrative']
2585,"['narrative', 'question']"
2586,['narrative']
2587,['informational_support']
2588,['question']
2589,['question']
2590,['informational_support']
2591,"['informational_support', 'question']"
2592,['informational_support']
2593,"['external_source', 'informational_support']"
2594,[]
2595,['informational_support']
2596,['external_source']
2597,"['external_source', 'informational_support']"
2598,"['informational_support', 'question']"
2599,['informational_support']
2600,['narrative']
2601,['question']
2602,"['emotional_support', 'question']"
2603,"['external_source', 'informational_support']"
2604,['question']
2605,['emotional_support']
2606,['informational_support']
2607,['informational_support']
2608,"['informational_support', 'question']"
2609,['question']
2610,['narrative']
2611,['informational_support']
2612,['emotional_support']
2613,['question']
2614,['informational_support']
2615,['informational_support']
2616,['narrative']
2617,['emotional_support']
2618,['narrative']
2619,['narrative']
2620,[]
2621,['informational_support']
2622,['informational_support']
2623,['informational_support']
2624,['narrative']
2625,['emotional_support']
2626,"['emotional_support', 'narrative', 'question']"
2627,"['informational_support', 'narrative']"
2628,['narrative']
2629,['question']
2630,['narrative']
2631,"['external_source', 'informational_support']"
2632,['narrative']
2633,['informational_support']
2634,['narrative']
2635,['question']
2636,[]
2637,['informational_support']
2638,['informational_support']
2639,['question']
2640,"['narrative', 'question']"
2641,['emotional_support']
2642,['question']
2643,['informational_support']
2644,['question']
2645,"['informational_support', 'question']"
2646,['informational_support']
2647,['informational_support']
2648,"['informational_support', 'narrative']"
2649,['question']
2650,"['informational_support', 'question']"
2651,['informational_support']
2652,['external_source']
2653,"['external_source', 'informational_support']"
2654,['informational_support']
2655,['informational_support']
2656,['narrative']
2657,['narrative']
2658,['emotional_support']
2659,['informational_support']
2660,['narrative']
2661,[]
2662,"['informational_support', 'question']"
2663,['informational_support']
2664,[]
2665,"['external_source', 'informational_support']"
2666,['informational_support']
2667,['informational_support']
2668,['informational_support']
2669,['emotional_support']
2670,['narrative']
2671,['informational_support']
2672,['informational_support']
2673,['informational_support']
2674,"['external_source', 'informational_support']"
2675,['question']
2676,['narrative']
2677,['informational_support']
2678,['narrative']
2679,['informational_support']
2680,['narrative']
2681,['informational_support']
2682,"['informational_support', 'narrative']"
2683,['question']
2684,['narrative']
2685,['question']
2686,['narrative']
2687,[]
2688,['narrative']
2689,"['narrative', 'question']"
2690,['narrative']
2691,[]
2692,['informational_support']
2693,['informational_support']
2694,['narrative']
2695,[]
2696,['informational_support']
2697,['informational_support']
2698,['informational_support']
2699,['narrative']
2700,['narrative']
2701,['question']
2702,['informational_support']
2703,"['informational_support', 'narrative']"
2704,['informational_support']
2705,['informational_support']
2706,"['informational_support', 'question']"
2707,['narrative']
2708,['question']
2709,['emotional_support']
2710,[]
2711,['narrative']
2712,['informational_support']
2713,"['external_source', 'informational_support']"
2714,['question']
2715,"['external_source', 'informational_support']"
2716,[]
2717,['emotional_support']
2718,['emotional_support']
2719,['emotional_support']
2720,['informational_support']
2721,['narrative']
2722,['narrative']
2723,"['narrative', 'question']"
2724,['question']
2725,['narrative']
2726,['narrative']
2727,['informational_support']
2728,['narrative']
2729,['narrative']
2730,['question']
2731,"['narrative', 'question']"
2732,['narrative']
2733,['external_source']
2734,['narrative']
2735,['narrative']
2736,['narrative']
2737,['narrative']
2738,['narrative']
2739,['narrative']
2740,['external_source']
2741,"['emotional_support', 'informational_support', 'narrative']"
2742,['external_source']
2743,['informational_support']
2744,['informational_support']
2745,['question']
2746,['informational_support']
2747,['external_source']
2748,['informational_support']
2749,['narrative']
2750,"['informational_support', 'narrative']"
